English,Hindi,HinEnglish,Marathi,MarathiEnglish,Tamil,TamilEnglish,Japanese,Romanization
She is very excited about her new project.,वह अपने नए प्रोजेक्ट के बारे में बहुत उत्साहित है।,Woh apne nae project ke baare mein bahut utsaahit hai.,ती तिच्या नवनवीन प्रकल्पाबद्दल खूप उत्साहित आहे.,Tee tichya navanaveen prakalpabaddal khoop utsaahit ahe.,அவர் தனது புதிய திட்டம் குறித்து மிகவும் உற்சாகமாக உள்ளார்.,Avar thanatha puthiya thittam kurithu mikavum urchaagam ullaar.,彼女は新しいプロジェクトについてとても興奮しています。,Kanojo wa atarashii purojekuto ni tsuite totemo koufun shite imasu.
He is learning to play the drums.,वह ड्रम बजाना सीख रहा है।,Woh drum bajaana seekh raha hai.,तो ड्रम वाजवणे शिकत आहे.,To drum vaajavne shikat ahe.,அவர் ட्रम்மை வாசிப்பதை கற்றுக் கொண்டிருக்கிறார்.,Avar drummai vaasippathai kattuk kondirukkirar.,彼はドラムを弾くことを学んでいます。,Kare wa doramu o hiku koto o manande imasu.
We are going to have a family movie night.,हम एक परिवारिक फिल्म रात करने जा रहे हैं।,Hum ek parivaarik film raat karne ja rahe hain.,आम्ही एक कुटुंब चित्रपट रात्री करणार आहोत।,Aamhi ek kutumb chitrapat raatri karanaar aahot.,நாங்கள் ஒரு குடும்ப திரைப்பட இரவு நடத்த போகிறோம்.,Naangal oru kutumpa thiraipada iravu nadaththa pokiroam.,私たちは家族映画ナイトをする予定です。,Watashitachi wa kazoku eiga naito o suru yotei desu.
They are going to celebrate their parents' anniversary.,वे अपने माता-पिता की वर्षगांठ मनाने जा रहे हैं।,We apne maata-pita ki varshagaanth manaane ja rahe hain.,ते त्यांच्या आई-वडिलांची वर्धापनदिन साजरी करणार आहेत।,Te tyanya aai-vadilaanchi vardhaapandin saajree karanaar aahot.,அவர்கள் தங்கள் பெற்றோர்களின் ஆண்டு விழாவை கொண்டாட உள்ளனர்.,Avargal thangal petrorgalin aandu vizhaavai kondadullaar.,彼らは両親の記念日を祝う予定です。,Karera ryoushin no kinenbi o iwau yotei desu.
She is very happy with her new phone.,वह अपने नए फोन से बहुत खुश है।,Woh apne nae phone se bahut khush hai.,ती तिच्या नवनवीन फोनने खूप आनंदी आहे.,Tee tichya navanaveen phonne khoop aanandi ahe.,அவர் தனது புதிய தொலைபேசியில் மிகவும் மகிழ்ச்சியாக உள்ளார்.,Avar thanatha puthiya tholaipesiyil mikavum makizhchiyaga ullaar.,彼女は新しい電話にとても満足しています。,Kanojo wa atarashii denwa ni totemo manzoku shite imasu.
He is planning to start a new fitness routine.,वह एक नया फिटनेस दिनचर्या शुरू करने की योजना बना रहा है।,Woh ek naya fitness dinacharya shuru karne ki yojana bana raha hai.,तो एक नवीन फिटनेस दिनचर्या सुरू करण्याची योजना आखत आहे.,To ek naveen fitness dinacharya suru karanyaachi yojana aakhat ahe.,அவர் ஒரு புதிய உடற்பயிற்சி வழக்கத்தை தொடங்க திட்டமிட்டுள்ளார்.,Avar oru puthiya udarpayirchi vazhakkaith thodanga thittamittullaar.,彼は新しいフィットネスルーティンを始める計画を立てています。,Kare wa atarashii fitonesu ruutin o hajimeru keikaku o tate te imasu.
We are going to watch a sports event this weekend.,हम इस वीकेंड एक खेल कार्यक्रम देखने जा रहे हैं।,Hum is weekend ek khel kaaryakram dekhne ja rahe hain.,आम्ही या शनिवार-रविवारी एक क्रीडा कार्यक्रम पाहणार आहोत।,Aamhi ya shanivaar-ravivaari ek kreeda kaaryakram paahnaar aahot.,நாங்கள் இந்த வார இறுதியில் ஒரு விளையாட்டு நிகழ்ச்சியை பார்க்கப் போகிறோம்.,Naangal indha vaara iruthiyil oru vilaiyaattu nikazhchiyai paarkka pokiroam.,私たちは今週末スポーツイベントを見に行きます。,Watashitachi wa konshuumatsu supootsu ibento o mi ni ikimasu.
They are going to have a family barbecue.,वे एक परिवारिक बारबेक्यू करने जा रहे हैं।,We ek parivaarik barbeque karne ja rahe hain.,ते एक कुटुंब बार्बेक्यू साजरी करणार आहेत।,Te ek kutumb baarbeque saajree karanaar aahot.,அவர்கள் ஒரு குடும்ப பார்பிக்யூ நடத்த உள்ளனர்.,Avargal oru kutumpa barbeque nadaththa pokiroam.,彼らは家族バーベキューをする予定です。,Karera kazoku baabeikyuu o suru yotei desu.
She is very excited about her new car.,वह अपनी नई कार से बहुत उत्साहित है।,Woh apni nai car se bahut utsaahit hai.,ती तिच्या नवनवीन कारने खूप उत्साहित आहे.,Tee tichya navanaveen kaarne khoop utsaahit ahe.,அவர் தனது புதிய காரில் மிகவும் உற்சாகமாக உள்ளார்.,Avar thanatha puthiya kaaril mikavum urchaagam ullaar.,彼女は新しい車にとても興奮しています。,Kanojo wa atarashii kuruma ni totemo koufun shite imasu.
He is learning to cook new dishes.,वह नए व्यंजन पकाना सीख रहा है।,Woh nae vyanjan pakana seekh raha hai.,तो नवीन पदार्थ बनवणे शिकत आहे.,To naveen padaarth banavne shikat ahe.,அவர் புதிய சமையல் முறைகளை கற்றுக் கொண்டிருக்கிறார்.,Avar puthiya samaial murigalai kattuk kondirukkirar.,彼は新しい料理を作ることを学んでいます。,Kare wa atarashii ryouri o tsukuru koto o manande imasu.
We are going to have a family game night.,हम एक परिवारिक खेल रात करने जा रहे हैं।,Hum ek parivaarik khel raat karne ja rahe hain.,आम्ही एक कुटुंब खेल रात्री करणार आहोत।,Aamhi ek kutumb khel raatri karanaar aahot.,நாங்கள் ஒரு குடும்ப விளையாட்டு இரவு நடத்த போகிறோம்.,Naangal oru kutumpa vilaiyaattu iravu nadaththa pokiroam.,私たちは家族ゲームナイトをする予定です。,Watashitachi wa kazoku geemu naito o suru yotei desu.
They are going to celebrate their son's birthday.,वे अपने बेटे का जन्मदिन मनाने जा रहे हैं।,We apne bete ka janmadin manaane ja rahe hain.,ते त्यांच्या मुलाचा वाढदिवस साजरा करणार आहेत।,Te tyanya mulaacha vaadhdivas saajraa karanaar aahot.,அவர்கள் தங்கள் மகனின் பிறந்தநாளை கொண்டாட உள்ளனர்.,Avargal thangal maganin pirandhanaalai kondadullaar.,彼らは息子の誕生日を祝う予定です。,Karera musuko no tanjoubi o iwau yotei desu.
